GeneSymbol	N_RO1	N_RO2	N_RO3	M_RO1	M_RO2	M_RO3	M_Cell1	M_Cell2	M_Cell3	M_Cell4	Y79_1	Y79_2	Y79_3	Y79_4	Y79_5
FAM98A	9.246042	8.746001	14.621842	13.540729	14.381014	23.220745	14.918656	36.523895	29.307549	3.123662	6.596181	7.967978	6.043079	5.911257	6.33289
FAM98B	3.733721	4.120585	21.969543	5.328615	3.593012	18.368389	3.293853	20.691872	15.054823	1.768981	16.584385	7.090104	17.186994	6.318975	8.798638
FAM98C	4.940916	4.486349	1.905696	2.591247	3.908732	1.337196	1.568406	1.420556	4.011151	3.703718	1.913635	1.917431	1.548533	2.630149	1.237741
FAN1	18.601386	18.751401	16.039449	21.262331	16.732856	17.738097	8.686168	14.910067	13.964488	17.894299	8.361554	7.006764	12.067025	7.669797	8.488387
FANCA	1.432789	1.514318	2.848508	5.088653	6.246039	4.032353	10.534951	6.373233	10.667752	7.317726	44.721286	35.351805	35.357222	40.119649	38.408051
FANCB	0.89645	0.86022	0.840755	3.174629	2.317765	2.271295	2.716881	4.733808	3.930195	2.458798	3.760217	3.128055	2.925413	1.573647	3.004995
FANCC	2.887368	3.820817	4.807819	2.716844	4.127127	2.932044	3.798409	5.036848	5.228814	4.343874	10.012859	11.692802	12.178261	11.03648	11.435393
FANCD2	2.157993	1.877207	1.709528	9.221218	9.179428	7.655086	15.724645	12.669029	15.271773	16.479523	9.945646	10.033009	10.426462	8.980835	9.7585
FANCD2OS	0	0	0.020822	0.066182	0.195024	0	0.1876	0.210322	0.327554	0	0	0.094222	0	0	0
FANCE	2.098732	2.259003	1.370351	2.250685	2.746021	1.759012	2.914568	0.890343	2.656455	7.360847	8.591453	9.849879	9.075315	10.778497	8.716907
FANCF	5.612694	5.330298	3.966597	7.011313	6.438426	6.46542	5.273839	5.478755	6.209784	15.474296	1.592542	1.63482	1.557052	1.206173	1.778751
FANCG	2.831484	3.082773	2.012705	6.034575	6.379527	2.15786	8.457193	5.061809	9.153023	18.489273	21.31314	18.611422	20.276231	22.398123	18.403253
FANCI	6.356391	8.486862	4.926311	19.851593	23.774086	12.545351	23.783828	22.80171	22.928164	27.218328	36.150527	44.57985	35.45628	30.473818	30.254142
FANCL	14.446557	14.074033	10.853308	16.986943	11.924867	9.056534	9.109944	9.918653	10.008281	18.462624	57.49019	54.128751	46.322065	39.315671	53.732099
FANCM	2.219315	2.366235	3.778003	3.901503	5.054991	4.917216	3.830331	6.074642	4.887299	3.341094	4.041431	4.932677	4.107081	2.224618	4.285372
FANK1	6.765335	5.011665	6.916568	4.386492	4.954861	3.507875	3.945448	3.722742	3.497455	7.313396	0.020216	0.024194	0	0	0.027622
FAR1	11.803953	10.514273	18.354967	11.062957	12.753233	18.572069	9.500484	14.969	14.305524	14.663034	16.568242	12.255589	15.665938	9.026548	15.444364
FAR2	5.523411	3.661643	9.761047	3.440347	2.539057	6.179064	1.085966	4.319287	2.792649	1.252547	0.404895	0.31479	0.252824	0.112549	0.391311
FARP1	6.229774	5.088984	15.448641	5.18049	4.70462	10.386444	5.121958	6.342949	7.178185	3.351962	4.582723	4.269375	5.335179	4.200213	6.391896
FARP2	8.555579	7.768621	11.483134	6.649256	6.17481	5.063133	2.577744	5.48745	5.001953	3.482881	17.568657	14.609567	14.82726	16.156419	15.417281
FARS2	6.627706	5.772029	2.739779	6.573345	5.234328	2.633537	3.914071	3.783413	6.747703	11.532465	6.431453	4.397981	6.332807	6.320942	7.361457
FARSA	24.696894	23.388779	12.281011	26.668533	23.144304	21.438341	25.882088	24.252169	31.309114	29.589733	45.368449	43.34662	41.628475	55.92895	41.884695
FARSB	21.303246	20.611617	24.21579	28.938539	27.595532	38.063126	20.377643	47.856693	39.514709	17.206688	18.317978	14.98791	16.560811	27.541017	16.434007
FAS	0.852999	1.099794	0.534515	1.377537	1.095814	4.14117	2.973338	2.024836	1.527541	2.552652	0.051228	0.328714	0.042263	0.017098	0.122905
FASN	2.969014	3.258179	4.904194	7.496575	8.610524	19.652649	28.279238	29.120592	74.833641	22.536898	60.091059	64.363544	74.417174	93.334799	69.802943
FASTK	20.462414	19.273897	2.192724	12.935034	12.112726	2.544884	6.835346	2.505514	13.888019	25.154864	7.401303	6.719751	6.300469	8.960323	6.981811
FASTKD1	17.906649	14.986052	16.357727	19.321466	15.299761	19.021395	8.10892	14.7441	14.559873	10.237965	14.61221	15.033991	18.391458	14.083046	20.021504
FASTKD2	11.844925	11.266978	11.220697	11.812377	11.570922	10.554844	7.688407	9.828753	9.539709	9.682206	8.163743	5.990209	4.059575	6.153547	5.996098
FASTKD3	8.636886	5.887885	6.296152	9.056485	9.126531	7.412489	5.298269	10.366939	8.340146	9.322816	4.779725	4.636779	3.705133	3.708424	3.686349
FASTKD5	10.865978	9.781756	9.411798	9.518031	9.110373	6.288281	6.301091	8.871286	10.069769	9.952335	10.335037	10.761273	11.384896	12.513812	11.045586
FAT1	15.125539	17.147434	10.249215	27.182943	26.923788	31.025063	30.173246	41.145279	35.233902	34.847687	0.003175	0	0.004685	0	0.003342
FAT2	0.029227	0.04183	0.156099	0.127013	0.137219	0.234291	0.073938	0.269611	0.354762	0.12315	0.015525	0.014589	0.008232	0	0
FAT3	4.020456	4.897721	10.340625	3.154228	3.858413	2.828016	7.77918	3.545684	2.79529	9.175382	0.002383	0	0.007034	0.004882	0
FAT4	2.612925	2.384205	6.93527	4.882317	4.293987	7.425745	2.305671	2.859227	2.193791	3.154932	0	0	0	0.008109	0.002812
FAU	162.23143	177.596619	49.964085	261.886719	209.75383	136.635345	155.167755	138.196625	205.016327	407.85907	144.104854	150.331687	138.819812	172.539233	167.537483
FAXC	3.350047	2.90486	4.567243	2.624284	2.467702	2.434251	1.295712	2.09279	1.658566	2.280072	3.275251	3.965136	2.566802	2.800602	3.927634
FAXDC2	3.977572	5.193545	2.503396	4.736513	3.810296	6.036014	1.247152	4.250505	4.302245	1.940536	0.364885	0.209297	0.399717	0.255358	0.296877
FBF1	2.7852	2.445173	1.406815	2.161946	2.237394	1.73922	3.447753	4.498756	6.427647	5.009505	5.651635	7.811192	6.809782	8.14836	7.28444
FBL	9.508952	12.359709	10.130439	63.863949	36.508507	68.215675	42.605232	73.534836	115.012772	67.427467	386.292036	367.636725	283.222273	365.151637	365.631077
FBLIM1	1.553156	1.393453	1.059433	1.137858	0.900502	1.793905	0.427642	0.185358	0.473697	2.683148	0.247871	0.576583	0.424382	0.943303	0.224324
FBLL1	3.380543	2.29933	1.168616	1.757984	3.158895	0.713933	2.382082	1.502731	3.345586	13.818871	3.229983	6.427385	4.795575	5.030416	2.780357
FBLN1	1.221723	0.709292	2.772416	0.574998	0.856146	14.36615	5.152239	1.178439	0.724915	1.404156	30.229845	34.896386	34.649445	34.971875	32.393046
FBLN5	0.545834	0.453222	0	0.492079	0.527263	0.602436	0.863149	0.186521	0.285149	0.536894	0	0.069376	0	0	0
FBLN7	0.181821	0.393304	0.688136	0.321789	0.228254	0.218898	0	0.204505	0.300425	0	0.006772	0.005234	0.003506	0	0.00976
FBN1	3.459401	3.169752	3.243203	1.00561	1.894589	11.842117	1.385524	2.370154	2.647579	4.253713	0.068685	0.092131	0.062072	0.051166	0.069003
FBN2	3.95902	6.794913	3.062848	8.234861	9.221752	14.595015	26.40733	17.855848	24.085903	26.134392	0.043172	0.126229	0.053465	0.056263	0.055158
FBN3	0.158834	0.129639	0.299582	0.120431	0.305633	0.375901	0.066494	0	0	0.434148	0.746839	0.370302	0.562212	0.544496	0.819355
FBP1	0	0	0	0	0	0	0	0	0	0	0	0	0.029749	0	0
FBP2	0.75879	1.291792	1.65357	0.853942	0.953134	2.327542	0.792898	1.443817	0.929985	1.470219	0	0.038891	0.022907	0.029945	0
FBRS	5.987589	4.876455	6.511613	3.699599	4.095578	5.953731	2.938948	3.692657	10.190229	1.599081	9.343605	9.714631	8.858049	12.027154	9.977962
FBRSL1	1.852309	1.369735	5.423461	2.004925	2.732509	6.883117	2.589361	6.552323	15.00635	1.691504	15.850002	20.648335	14.010633	25.122209	22.1444
FBXL12	4.963057	5.629574	3.104342	5.942725	6.10927	3.086414	3.496417	3.479145	4.939755	8.821179	7.874018	5.389951	4.312013	5.672379	4.293444
FBXL13	5.151134	4.260312	5.474001	4.349191	2.301188	3.11028	0.881516	2.249008	1.400781	0.662299	0.667371	0.884866	0.485461	0.647801	0.386542
FBXL14	5.499373	5.722185	6.96308	5.414381	4.91758	5.683392	4.909479	3.022818	5.7148	7.271934	0.572391	0.418655	0.44195	0.05623	0.04724
FBXL15	3.654298	3.037292	0.940431	3.048562	2.78131	0.74071	2.569808	1.015212	3.253196	6.409657	8.609606	10.795605	9.968634	10.642136	8.434981
FBXL16	3.139794	3.146252	3.537273	2.592783	2.64647	2.055974	2.790711	1.445656	2.852001	0.41561	6.275023	6.337688	5.675526	6.791621	3.67337
FBXL17	10.545501	9.656188	12.749792	5.513692	6.589478	5.182313	1.8075	4.526532	5.150622	2.636765	2.942569	3.411973	3.313823	2.767931	3.295809
FBXL18	1.718777	1.271519	1.921475	1.694475	1.243872	1.607473	1.71097	1.973081	4.380167	0.684037	2.45146	3.362978	2.884748	3.529978	3.552475
FBXL19	4.142023	4.105032	3.314102	4.770078	4.371368	4.336094	6.157409	4.358844	11.716264	15.966474	6.566401	9.582071	7.660619	4.662966	3.574326
FBXL2	11.051709	8.166091	10.640498	7.195605	6.294863	7.143319	2.29618	4.303224	3.454339	9.163482	1.982596	0.764091	1.635856	1.490189	1.487343
FBXL20	7.708925	6.581718	13.225075	7.803501	7.475023	14.330451	3.643498	14.38274	11.119149	2.73799	6.541682	11.021145	5.293388	6.546631	7.037166
FBXL21	0	0	0	0	0	0	0	0.66832	0.986818	0.183651	0	0.042297	0.047222	0	0.027545
FBXL22	0.43079	0.448408	0.895349	0.586657	0.572581	0.40589	0.3939	0.329347	0.512883	0.137369	0.019215	0.017897	0	0	0.020092
FBXL3	14.939935	13.690245	35.156559	11.925941	10.759478	16.834473	6.826815	13.115481	8.525807	11.029374	7.414035	7.289578	7.270311	5.990213	6.325444
FBXL4	9.712538	9.618683	10.474293	17.532614	10.343972	17.49787	11.1174	18.081297	16.832533	15.72447	3.5646	3.156952	3.397092	2.715986	3.434601
FBXL5	42.781026	37.085599	41.31673	33.110487	30.587834	23.111077	12.415471	16.64475	14.600373	25.83065	11.987026	12.38925	9.720572	8.548933	12.921692
FBXL6	4.187136	3.886772	0.962957	3.134268	2.84002	0.500618	2.317547	0.382431	4.182078	5.685827	11.372289	9.218767	7.317343	10.853946	8.762365
FBXL7	1.579983	1.561153	4.770907	2.212194	2.130874	4.368592	8.020218	3.527299	2.572857	3.546333	0	0	0.009881	0	0.010572
FBXL8	0.56436	0.634933	0.423438	1.164222	0.482361	0.280351	0.347385	0.172289	0.895423	1.181156	0.152279	0.986957	0.011481	0.705172	0.298422
FBXO10	7.660253	5.750746	10.257236	4.207718	5.736834	4.549172	4.501022	4.650973	4.971529	6.627146	11.293098	11.722838	10.753581	11.223659	7.637788
FBXO11	20.075018	18.237408	72.815192	16.461445	18.22109	45.55888	9.862048	40.472871	22.546401	11.483359	25.876962	27.180517	26.334549	23.387982	25.004569
FBXO15	3.433305	2.840007	1.841195	2.333987	1.819267	1.12664	1.024875	0.805321	0.583549	2.275158	0.335003	0.395913	0.164032	0.6229	0.350709
FBXO16	10.248299	10.305578	16.388134	6.270286	5.404444	7.053259	2.386956	4.730136	3.285912	3.680352	1.935881	3.296664	2.485674	2.237597	1.640065
FBXO18	13.843264	13.459584	9.793244	15.311132	13.99797	10.620551	11.260555	13.889429	14.226935	16.660474	10.934823	12.464728	12.710838	15.905342	12.996372
FBXO2	0.938603	0.780748	0.235941	0.201602	0.395475	0.201497	0.153334	0	0	0.91359	0.155543	0.094592	0.028316	0.085561	0.151488
FBXO21	22.297902	21.836834	14.876813	29.763783	24.608443	21.840207	18.74633	25.697463	25.366129	56.161459	10.565387	11.489289	11.069463	12.456912	12.330104
FBXO22	21.65457	20.314134	27.831689	19.809911	17.474929	23.118604	10.524434	23.970378	19.345487	22.312032	8.27465	8.898897	7.99946	7.788528	6.912509
FBXO24	0.267523	0.535165	0.638135	0.343284	0.508443	0.456275	0	0.159882	0.141877	0	0.095896	0.050297	0.060807	0.107518	0.081075
FBXO25	6.151886	5.197067	10.583198	9.881912	8.883414	13.43013	5.939644	18.237933	12.68271	8.161897	6.086683	6.08701	5.710525	5.160567	5.905566
FBXO27	1.243948	0.875428	0.736403	0.50798	0.831876	0.755101	0	0.584953	0.442103	0	0.231333	0.313592	0.152892	0.313439	0.289008
FBXO28	16.750182	14.684046	15.05492	17.773715	17.700926	14.499531	10.677235	16.2339	15.263401	15.270852	14.054005	11.983513	6.411652	8.567262	14.04044
FBXO3	24.582341	22.844528	19.209398	22.385686	17.94992	15.188692	7.620947	14.611356	12.939101	18.001937	10.126567	11.953893	9.345526	5.149268	10.285341
FBXO30	9.722871	9.025232	22.74964	9.029965	9.13316	19.703426	6.792321	13.668492	10.467127	5.087891	3.610324	3.444783	3.798572	2.293472	3.69068
FBXO31	9.503741	9.766878	8.218507	7.344102	6.271602	5.034496	3.161871	4.248507	6.824587	4.588847	7.675328	5.177524	6.918296	6.409185	5.12349
FBXO32	2.827878	4.704299	3.29552	2.364689	1.929525	8.245347	1.479304	5.496607	4.742195	2.242309	0.086634	0.160516	0.128881	0.177601	0.119063
FBXO33	4.28656	3.937613	5.161427	3.169336	3.880917	3.540337	3.696788	3.80324	2.767067	6.246778	3.288508	3.922712	4.252353	3.259139	3.444281
FBXO34	18.017355	15.446571	14.572284	13.441795	14.705931	10.481731	5.396298	8.312629	6.766533	11.837739	9.733467	8.875697	9.856162	8.609097	8.5999
FBXO36	5.502592	4.535595	5.530142	3.322081	3.20489	3.262185	2.185384	2.924916	1.822117	1.738493	0.06315	0.274967	0.107992	0.135388	0.082974
FBXO38	15.897246	14.02114	15.449071	14.142	13.363995	12.368723	8.158696	14.747137	10.898572	18.743098	5.132728	5.988729	6.889766	6.736943	6.62057
FBXO4	2.504613	2.475755	1.094722	2.845683	1.474764	2.622868	1.154946	0.46392	0.278312	4.444938	3.265264	5.098339	2.724839	3.891036	3.044635
FBXO40	0	0	0.072066	0	0.030449	0.370773	0	0	0.032084	0	0.025758	0	0.003895	0	0
FBXO41	1.659783	1.28342	1.077676	1.788703	1.307108	1.589344	0.771456	1.768982	3.605601	1.110806	6.246423	7.54309	7.455302	8.108746	8.708747
FBXO42	8.244993	7.787261	6.719112	9.18856	7.459611	6.335724	4.176251	6.72198	7.817239	6.137691	5.793064	5.231889	6.465415	6.347612	5.543499
FBXO43	0.08964	0.075501	0.114355	0.350218	0.319853	0.729346	0.618786	1.003827	0.883386	0.359802	2.695081	1.995129	2.02389	2.023405	2.090049
FBXO44	6.048985	5.491663	2.104319	6.623749	5.293239	3.990593	1.905312	3.289451	6.178686	2.735386	4.352683	3.55356	3.964432	6.728052	4.236114
FBXO45	6.036611	5.286621	10.263108	6.018191	7.339704	8.785955	4.626171	8.307796	6.470822	5.037004	10.692581	11.312343	16.107729	8.387707	14.002475
FBXO46	3.336171	2.89752	4.264795	5.236523	3.655044	7.507617	2.630815	5.386999	8.636603	2.498723	1.316279	4.70567	5.896932	7.082813	5.528775
FBXO48	1.927753	1.441979	3.485569	0.9929	0.620557	2.211194	0.492897	1.19792	0.771635	0.453536	0.677165	0.94605	1.27005	0.815612	0.619308
FBXO5	4.30617	4.019106	6.998162	8.053857	7.705466	7.593214	12.499565	12.278611	9.172298	13.515363	2.070967	1.657529	1.32883	1.26079	1.164431
FBXO6	2.216251	1.708036	0.668938	1.48426	1.299064	1.044445	0.515476	0.418929	1.31363	1.381118	0	0	0.014624	0.286516	0.084464
FBXO7	32.837563	31.865948	16.738789	30.870146	29.01933	21.962696	24.379576	23.826548	27.239617	36.261276	34.02573	39.309565	34.580892	40.357767	30.668683
FBXO8	11.083958	10.467317	9.181793	8.26153	7.336476	4.612954	3.127307	4.482866	5.096014	7.135743	5.006393	3.782163	4.312179	4.467499	3.870546
FBXO9	14.644337	13.448069	10.798116	8.357946	9.73312	8.494551	4.808709	8.492774	8.799898	7.128488	7.59683	7.219548	7.613243	7.44611	7.583774
FBXW10	0	0.141344	0.151415	0.123442	0.158783	0.284648	0	0.207265	0.159903	0.338631	0.012536	0.00883	0.000312	0.012331	0
FBXW11	26.861832	25.559716	29.64114	25.387711	23.522766	22.231388	13.689488	17.518432	16.954364	33.714175	14.898992	14.223609	13.579376	13.073386	9.9688
FBXW12	0.147203	0.280418	1.364048	0.096531	0	0	0.355335	0	0.080394	0	0.048777	0.113723	0.097716	0.144807	0.045005
FBXW2	10.735806	9.561908	16.537832	10.164081	9.861441	14.772967	6.495741	13.087952	11.795438	5.727771	13.982661	14.702701	12.987493	12.316327	14.433278
FBXW4	8.677944	9.437264	10.442825	8.780915	7.491053	7.617858	2.404919	8.0832	10.261725	2.723265	3.186964	3.799557	3.268759	2.911454	2.84686
FBXW5	11.112137	10.931177	3.451684	12.3995	9.373664	3.685855	12.523713	5.301247	13.825268	43.636818	11.799952	11.849539	11.64846	15.709941	12.589756
FBXW7	37.845011	34.90976	26.084561	31.33018	34.797649	17.542247	9.10337	19.418424	21.23848	20.480035	8.640956	8.714814	8.748569	6.913099	8.684373
FBXW8	5.215797	5.542934	10.266754	9.174369	8.495326	18.270889	6.607686	16.654834	12.935361	4.927502	4.789089	4.757002	5.482048	4.895571	5.583148
FBXW9	5.782783	4.174264	1.388818	4.406632	4.175521	1.562211	7.316506	2.051903	6.583292	14.908105	2.626607	4.112482	3.283173	3.562779	2.83145
FCER2	0	0.030099	0	0.046241	0.116582	0	0.356206	0	0	0	0.042485	0	0.057874	0.060155	0.020973
FCF1	5.992877	5.29058	10.568137	8.609736	8.364068	14.80943	7.801254	14.461558	14.651357	15.562689	3.904062	4.980151	6.394899	4.72762	4.757816
FCGBP	0	0	0	0.030265	0.091024	0.112825	0.022127	0.031323	0.124409	0.205658	0.012832	0.003527	0.003555	0.010969	0
FCGR1A	0.104256	0	0.264053	0.35134	0.202604	0.232573	0	0.222878	0.189911	0	0.21122	0.276536	0.217689	0.189606	0.190143
FCGR1B	0	0	0.182343	0.067819	0.049527	0.046183	0	0.09676	0.058035	0	0	0	0.020323	0.006071	0.001861
FCGRT	2.120244	2.267644	0.754081	2.410792	1.864488	1.525245	2.512571	1.870355	5.130997	2.643212	0.447554	0.72318	0.040102	0.55932	0.031804
FCHO1	0.765432	0.62572	1.425472	0.998963	0.843157	1.210595	1.851945	0.626185	0.937991	1.475053	5.325792	5.454436	6.068148	7.163581	5.615605
FCHO2	4.505501	3.99814	7.579812	5.1179	5.125982	12.247746	2.786768	11.526826	8.37998	2.345712	3.197829	2.436575	3.414301	1.511514	2.927568
FCHSD1	5.086065	4.608675	3.998686	3.013558	3.531047	1.850989	1.305055	1.930983	3.177504	3.327369	0.055182	0.164497	0.838526	0.036835	0.149903
FCHSD2	10.879507	10.064939	18.807539	7.387422	7.328329	16.963617	5.287201	11.442266	8.863543	4.892772	8.420649	7.488118	7.50238	8.182036	7.88719
FCN1	0	0.083558	0	0	0	0	0	0	0	0	0	0	0.021141	0	0
FCN2	0	0	0	0	0	0	0	0	0	0	0.04441	0	0.051229	0	0
FCRLB	0	0.074055	0.202021	0.193183	0.349845	0.438976	0.097143	0.222099	0.147018	0.662753	0.118719	0.091211	0.046721	0.01706	0.04949
FDFT1	13.622414	16.582918	14.265271	16.639952	18.614161	35.270584	64.430318	13.472302	15.791259	92.223023	26.129732	31.91255	27.473431	31.737628	31.053225
FDPS	40.604292	42.840212	12.844956	53.428683	53.343143	35.654209	126.178601	38.651024	54.163594	232.869628	64.780599	63.776434	67.841151	70.888282	64.662085
FDX1	3.217463	4.301661	4.989404	4.779721	6.987499	6.705442	4.493483	6.576995	7.656922	11.97387	3.420201	2.992393	2.60031	2.548499	3.232399
FDX1L	7.293776	8.775043	1.958026	5.612146	7.17609	2.488785	8.799319	3.921148	14.016329	18.22291	5.92372	7.419695	4.022074	7.863804	8.344767
FDXACB1	1.875916	2.196976	0.823017	1.069792	1.654913	0.686023	1.538906	1.177869	1.304455	3.068202	0.022145	0.140779	0.231242	0.128418	0.059005
FDXR	2.355333	2.361465	0.397337	2.069258	2.304821	1.588338	2.429007	4.113875	11.818579	10.657148	13.392032	13.220788	15.585362	19.230741	15.381609
FECH	3.312727	3.244771	2.281284	3.917677	4.052344	3.965387	2.331256	5.166267	5.204512	5.112466	6.560508	6.002621	5.322007	6.104954	5.413757
FEM1A	11.209183	10.312577	4.564042	12.036013	11.27245	5.569506	8.416791	6.168101	12.636936	19.948706	8.14039	8.408202	7.992356	0.314084	7.478062
FEM1B	21.14576	21.799622	34.043224	25.497978	24.004005	44.524734	14.638199	28.695351	18.87035	24.122974	23.994264	23.546656	26.128076	17.741482	25.793133
FEM1C	9.044701	8.104651	18.963209	7.408388	6.192888	20.735481	3.278381	14.470243	10.116776	1.808329	5.943105	5.40813	5.542555	4.441489	5.614937
FEN1	12.449912	12.434242	6.576041	16.798885	21.09646	7.974045	31.157057	16.116745	21.666899	49.303108	25.877169	25.830774	26.660886	37.521027	24.568758
FER	9.894657	8.86837	15.819079	7.752806	6.729648	8.220449	3.430918	7.192106	4.189359	3.555594	2.196719	1.416472	0.598083	1.136032	2.070026
FER1L5	0.253259	0.081547	0.160117	0.154601	0.143364	0.245571	0.051922	0.297993	0.445683	0	0.018613	0.018926	0.033463	0.030484	0.020788
FER1L6	0	0	0	0	0	0	0.03617	0	0	0	0	0.00757	0	0	0
FERMT1	0	0	0	0.647936	0.519975	2.443748	0.066965	4.525733	3.74621	0	0.009052	0.022307	0.022265	0	0.023887
FERMT2	17.687999	18.903023	25.285683	18.033899	21.747179	26.228309	16.459711	21.257575	15.54623	31.697572	13.842711	18.45731	15.600028	12.953183	16.453092
FERMT3	0.456877	0.218989	0	0.234268	0.171294	0	0.074978	0.199559	0.425288	0.259369	0.09764	0.246143	0.07732	0.155412	0.079093
FES	0.179421	0.080545	0	0.088512	0	0	0	0	0	0	0.040492	0.040844	0.019827	0.087706	0.072153
FEV	0	0.061953	0	0	0	0.207528	0	0	0	0	0.699503	0.926744	0.822654	1.662936	1.016095
FEZ1	25.010698	29.156963	9.326489	29.518707	25.594124	13.506018	17.372107	17.258183	20.569305	37.052929	0	0	0.026421	0.027508	0.032652
FEZ2	15.564754	18.010608	17.412673	13.911066	14.381662	19.35174	10.159087	17.147956	17.009666	20.21117	25.752555	25.598767	20.882292	20.42228	22.022318
FEZF1	0	0	0	0	0	0.434017	0.376653	0	0	0	0.212923	0.221659	0.087179	0.14084	0.2471
FEZF2	3.686749	5.244132	6.272638	6.972337	5.256578	4.547523	0	20.017675	14.212986	0	0	0.012879	0.050014	0	0.007366
FFAR4	0	0.068329	0.23923	0	0	0	0	0	0	0	0	0	0.012643	0	0
FGA	0	0	0	0	0	0	0	0	0	0	0	0.012496	0.100868	0	0
FGB	0	0	0	0	0	0	0	0	0	0	0	0	0.091318	0	0
FGD1	4.670827	3.583321	4.188694	2.640863	3.432378	7.948965	2.856892	7.347709	8.006269	1.272936	7.126454	6.130105	7.107371	8.176072	6.701235
FGD3	1.493598	1.384717	1.613635	0.780721	1.229981	0.176181	0.189909	0.306871	0.246452	0.162842	0.171707	0.178903	0.179539	0.134423	0.132306
FGD4	28.586518	26.007086	51.381377	22.855336	22.760814	29.136351	5.10294	24.685295	14.518795	5.047691	3.4525	2.618793	3.013454	2.09179	3.231986
FGD5	0.120761	0.098611	0.057896	0.061634	0.15007	0	0	0.036533	0.012016	0.026967	0	0.038393	0.039466	0.024654	0.108675
FGD6	3.560877	2.420158	6.255769	2.010847	1.823423	3.403933	2.801446	2.992069	1.772596	2.212367	2.85975	2.925367	3.370445	2.810017	3.023588
FGF1	3.882217	5.333673	2.923941	1.881746	1.917248	0.676134	0.469388	1.416445	1.234354	0.899915	0	0	0	0	0.02433
FGF11	14.946328	13.296079	3.508813	23.330312	10.112117	13.293712	3.636961	5.77088	6.189759	9.63521	1.752727	3.075994	3.202602	3.914828	1.974846
FGF12	2.195005	1.552003	3.565967	0.90924	1.160411	0.181372	0.067528	0.262287	0.204552	0.049806	9.255657	8.543643	9.552845	7.13865	8.520863
FGF13	2.812488	3.883908	8.475277	3.664054	3.607722	8.027405	3.487903	7.014701	4.788919	4.305823	0	0	0.002366	0	0
FGF17	1.201173	0.851793	2.010178	0.70891	0.551205	1.177833	0	0.096852	0.15337	0	0.486038	0	0	0	0
FGF18	0	0	0.206283	0.080418	0	0	0.232816	0	0	0	0	0.069352	0.069764	0.083322	0.072075
FGF19	0	0	0.815253	0	0.086058	1.31354	0	0.075073	0	0	0	0	0.015534	0	0.033243
FGF2	3.465847	3.555687	4.108517	3.294574	4.428394	10.594044	3.831847	6.85674	5.536208	3.842802	0.509126	0.680671	0.892485	0.447075	0.927211
FGF22	0	0	0	0	0	0	0	0	0.070996	0	0.663091	1.072456	0.137715	0.671351	0.179039
FGF23	0	0.035522	0.353344	0.021172	0.045358	0.056751	0	0	0.034743	0	0	0.015229	0	0	0
FGF4	0	0	0	0	0	0	0	0	0	0	0.01452	0	0	0	0.015285
FGF7	0.142116	0.10575	0.237283	0.195625	0.116752	0.218933	1.080051	0.113794	0.055734	1.190865	0	0	0.035808	0	0
FGF8	0	0	0	0	0.228901	0	0	0	0.145425	0	0.068433	0.117942	0.140723	0	0.206776
FGF9	1.378255	1.485196	2.511934	2.760982	1.665407	3.130161	0.619815	2.568955	2.013833	2.191223	0.02408	0.006533	0.017491	0.037969	0.011706
FGFBP3	2.486637	1.770239	3.469199	1.393205	1.591189	3.050895	9.439054	2.473432	2.733386	14.161737	1.385625	1.835175	0.990937	1.553928	1.313212
FGFR1	7.607096	10.125033	4.16347	5.87028	7.249853	7.769449	8.702291	9.620586	13.519098	10.174381	6.74603	6.691006	7.827859	8.54252	6.936105
FGFR1OP	8.862542	9.249484	14.85834	9.464664	8.702925	12.020195	7.590394	11.250449	8.793223	9.034448	4.583937	4.126248	5.095027	11.359769	3.952484
FGFR1OP2	16.907498	14.544527	32.256387	15.959622	14.293337	21.092766	7.682107	16.459318	13.092987	21.411307	8.063038	6.688898	8.479176	5.86739	7.805453
FGFR2	3.47308	1.939781	0.796155	1.192012	1.689039	7.563698	11.709144	3.371329	2.654252	12.597942	8.209411	11.433547	8.653117	9.693498	8.679856
FGFR3	0	0.380131	0.440514	3.87788	0.492804	1.285953	7.06745	2.788226	7.041729	14.985758	5.362447	4.378083	4.520499	5.760941	4.915309
FGFR4	0.299009	0.532275	0.271226	1.632728	0.902274	0.597115	0.573415	0.195567	0.28854	1.289398	1.823252	1.926052	2.390485	2.847924	2.501965
FGFRL1	1.391188	3.730633	3.32348	2.012369	2.99883	10.136011	2.623229	6.367079	7.264911	3.319033	21.537304	33.034246	24.195534	19.323973	29.650817
FGGY	20.032057	15.669111	9.162821	10.776358	8.647172	3.85344	0.98492	3.440112	3.081482	2.493563	2.834395	2.905667	2.446062	2.919562	2.491165
FGL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.028536	0
FGL2	0.870238	0.73097	2.473226	0.27462	0.168956	0.717865	0.128394	0.221084	0.285755	0.435381	0	0	0.010839	0	0
FH	55.268761	53.247467	37.218456	51.454201	52.669739	31.551243	60.916832	43.048359	45.786617	125.971397	54.397668	63.640427	54.951702	70.508188	68.769806
FHAD1	0.292806	0.031593	0	0	0	0.334821	0.021744	0	0	0	0	0	0.012861	0	0.036005
FHDC1	0.724943	0.391124	1.272735	1.237001	0.803725	0.760586	0.382634	1.947871	1.951793	0.298578	1.47033	1.44181	1.618974	1.373125	1.726007
